teamId,teamName,submissionDate,score
4487217,fusenets,2020-06-30 17:23:27,0.58270
4486401,[rapids.ai] Sisyphus,2020-06-30 21:58:11,0.58300
4504851,Jack (Japan),2020-06-30 02:27:15,0.58415
4511281,mavillan,2020-06-30 23:32:33,0.58469
4798707,Mahender Nakrani,2020-05-16 06:31:38,0.58592
4827560,buxx,2020-06-30 22:37:35,0.58788
4948188,mcs _STU,2020-06-22 12:09:47,0.58822
5123402,Ovsov Nikita,2020-06-29 18:45:50,0.58878
4757481,mollymr305,2020-06-25 12:06:20,0.58974
5046592,Pham Kim Hoan,2020-06-25 11:56:11,0.58981
4837358,Marisaka Mozz,2020-06-30 00:16:40,0.58992
5012848,Creeky,2020-06-29 23:12:58,0.58997
4496592,Chris Miles,2020-06-30 22:40:56,0.58997
4483632,slaweks,2020-06-30 17:47:28,0.59036
4487481,Moolsa,2020-06-30 08:49:43,0.59168
4598644,Sidney Ng,2020-06-18 08:53:54,0.59181
4494549,CommonDNA,2020-06-19 09:52:27,0.59222
4860795,Gilbert Lee,2020-06-24 12:39:02,0.59223
5110180,AJAX98,2020-06-30 16:34:22,0.59306
4545490,kix,2020-06-30 22:14:55,0.59326
4513664,monaou,2020-06-30 17:12:17,0.59338
4677470,Rani Pinchuk,2020-06-30 16:16:51,0.59363
4991255,Yuriy Makarov,2020-06-30 16:47:19,0.59415
4618375,David M,2020-06-30 22:09:17,0.59526
4737470,Barun Kumar,2020-06-18 13:17:46,0.59552
4510765,SONG,2020-06-28 12:34:56,0.59628
4509586,Peter KK,2020-06-30 18:44:17,0.59643
5132945,TianBei & Co.,2020-06-30 23:55:52,0.59690
5012149,shijie,2020-06-30 23:23:02,0.59761
4496230,Alberto Benayas,2020-06-17 11:32:15,0.59780
5125734,"Tercios - Talavante, Miguel, Bort",2020-06-30 21:08:37,0.59781
4486459,xevoni_STU,2020-06-08 19:04:42,0.59817
4484518,Rayuron,2020-06-28 01:59:05,0.59846
4502519,Rand Al'Thor,2020-06-29 19:32:03,0.59858
4751927,benedikt.d,2020-06-30 18:01:56,0.59909
4525957,making the world a better place,2020-06-30 23:52:11,0.59995
4672547,Giobbu,2020-06-23 09:51:10,0.60024
4488058,SEIYU,2020-06-26 12:44:19,0.60101
5013391,Maserati Sports Car,2020-06-30 18:48:09,0.60304
4484129,dilan2021,2020-06-30 03:56:24,0.60305
4662506,RaAV,2020-06-30 15:05:10,0.60329
4895621,Ben Probett,2020-06-06 21:28:35,0.60369
5078431,Adriel Vieira,2020-06-30 17:25:23,0.60402
4519089,Orchid,2020-06-30 19:56:32,0.60440
4538550,Gleb Levitskiy,2020-06-23 18:46:01,0.60446
4658898,Kotaro Hayashi,2020-06-30 14:06:11,0.60465
4665142,ZavodRobotov,2020-06-26 17:14:05,0.60466
4546414,Sanam Bewafa,2020-06-28 23:06:01,0.60511
4776819,KimSeonCheon,2020-05-25 16:44:44,0.60526
4569419,Tokai人工知能研究会,2020-06-30 14:40:00,0.60580
4962952,I want to win,2020-06-29 00:00:42,0.60608
4974507,Kei Shimizu,2020-06-28 23:03:05,0.60658
4863333,Gokul Krishnan,2020-06-30 16:39:22,0.60664
5145811,Mina Zhou,2020-06-28 22:25:35,0.60678
4522958,Nilotpal Das,2020-06-29 15:09:10,0.60693
4711873,Everyday Low RMSSE,2020-06-30 21:05:19,0.60746
4483352,senkin13,2020-06-30 15:53:42,0.60807
4792674,PSF MLiP,2020-06-13 17:50:32,0.60818
4867608,Kien. Y. Knot,2020-06-29 09:03:11,0.60825
4494786,TASSAN,2020-06-28 19:19:40,0.60827
4845460,RZD,2020-06-20 17:23:22,0.60829
4489068,alijs,2020-06-28 18:42:49,0.60837
4570305,Yuko Ishizaki,2020-06-14 05:23:38,0.60865
4924720,Hector Haffenden,2020-06-29 23:19:24,0.60869
4793509,Paritosh Gupta,2020-06-30 17:12:53,0.60939
4578976,uratah,2020-06-29 10:58:56,0.60942
4484285,gyr0,2020-06-30 20:59:18,0.60947
4921367,Fisheryjn,2020-06-30 15:36:33,0.60991
4568127,irrohas_STU,2020-06-30 04:30:48,0.60991
4484724,Praveen Adepu,2020-06-21 03:44:11,0.61004
4658655,Bánh mì,2020-06-29 08:38:19,0.61025
4550424,"Gee thanks, just bought it",2020-06-30 22:14:08,0.61030
4681988,fkds6670,2020-06-30 23:45:16,0.61036
4538059,Da Huang,2020-06-30 23:15:40,0.61046
4812830,FIRSTTRY,2020-06-02 19:01:33,0.61053
5082427,yusuke_arai,2020-06-26 16:42:09,0.61125
4494619,wilan,2020-06-27 13:46:35,0.61144
4483378,LB is confusing...,2020-06-20 11:01:40,0.61193
4525800,Kon,2020-06-30 22:58:38,0.61211
4493811,Vicens Gaitan,2020-06-08 16:06:59,0.61226
5043896,ghost222,2020-06-30 15:36:15,0.61232
4633607,Wal Dash Mart,2020-06-30 22:21:11,0.61242
4526309,Strawberry Ronnie,2020-06-30 23:38:10,0.61321
4485715,srrsrr,2020-06-30 12:06:06,0.61324
5070545,sandip khot,2020-06-30 16:53:56,0.61366
4725786,horse_K,2020-06-30 15:29:03,0.61373
4730084,Lujun Wang,2020-06-27 21:50:21,0.61436
4620761,pea98258,2020-06-27 02:45:32,0.61446
4506502,zenggyu,2020-06-13 02:04:50,0.61476
4651303,Claire F,2020-06-30 12:42:24,0.61516
4494352,Moro,2020-06-30 21:58:14,0.61518
5017012,plant,2020-06-14 10:08:39,0.61519
4486532,machio,2020-06-21 13:40:11,0.61533
4989236,qizhengqi,2020-06-28 14:23:54,0.61545
4491934,Masahiro Yamada,2020-06-08 07:00:09,0.61600
4549695,kazuki,2020-06-30 14:15:10,0.61603
4753531,MLiP eating stroopwafels_STU,2020-06-14 16:06:19,0.61605
4627446,toshi_k,2020-06-03 23:13:01,0.61607
5118156,Kurizemi_Analytical_Geeks,2020-06-30 23:47:41,0.61611
4484480,rauta,2020-06-30 23:51:25,0.61661
4963674,Belinda Trotta,2020-06-22 22:56:58,0.61661
5008125,Hifly,2020-06-30 21:48:59,0.61740
4950729,Yaguang,2020-06-30 23:33:05,0.61740
4521801,Thian Liang,2020-05-24 16:02:03,0.61821
4500146,rohangoel,2020-06-30 23:12:11,0.61833
4483577,Rage,2020-03-15 13:33:08,0.61889
4483412,Pied Piper,2020-06-04 04:06:24,0.61892
4723606,Hello_world Team_STU,2020-06-30 14:57:16,0.61940
4550260,Roe,2020-06-30 17:33:03,0.61948
4485136,kaggle-team-jn,2020-06-30 21:25:48,0.61974
4590192,Rajasekhar Thiruthuvaraj,2020-06-28 17:29:45,0.61976
4486616,Stavros Tsalides,2020-06-30 18:41:05,0.61978
4828533,Shopee,2020-06-30 22:55:52,0.62019
4483294,RDizzl3,2020-06-30 21:44:22,0.62033
5129358,Taurus8,2020-06-30 23:01:30,0.62097
5018831,Vlad Samarov,2020-06-30 23:35:10,0.62142
4527136,bluetrain,2020-06-30 13:10:32,0.62180
4611417,Squadron of Betty Bombers,2020-06-30 12:49:11,0.62185
4486935,lmssdd,2020-04-05 14:16:02,0.62252
4804404,Ferdinand H,2020-06-29 07:46:48,0.62260
4530016,Radu Robu,2020-06-24 18:56:03,0.62277
4483331,THLUO,2020-06-30 22:24:34,0.62303
4773259,ouzihao66,2020-06-30 21:29:43,0.62315
4542465,ryo,2020-06-30 04:00:36,0.62315
4988999,melvin97n,2020-06-04 13:12:15,0.62341
4666272,Wrikek,2020-06-30 23:06:21,0.62414
4483551,itsy_68,2020-06-30 05:19:56,0.62435
5014906,Terry U,2020-06-30 09:52:14,0.62491
4538658,Eivind Fosse,2020-06-30 23:32:59,0.62494
4580632,Atilla,2020-03-28 17:21:18,0.62508
4748866,FinTen,2020-06-29 13:45:51,0.62541
4499534,Parag_Ved,2020-06-28 14:20:02,0.62555
5047982,AIs,2020-06-30 23:58:01,0.62561
4695602,T0ms_STU,2020-06-30 22:24:49,0.62599
4487422,Nick Mamonov,2020-06-30 16:33:27,0.62621
4516409,YourFather_STU,2020-06-28 12:03:51,0.62643
4566515,miguel perez,2020-06-29 13:06:48,0.62667
4933875,k2J,2020-06-30 22:54:43,0.62736
4892466,LSDA_YMCA_STU,2020-06-14 16:30:23,0.62779
5041723,えみ,2020-06-30 02:00:57,0.62789
4489469,Niklas Römmelt,2020-04-14 19:07:31,0.62814
4489622,Gleb Anferov,2020-06-25 19:14:26,0.62815
4505580,何もわからなかった...,2020-06-30 22:27:19,0.62825
5132974,Bill Dang,2020-06-27 17:43:25,0.62908
4506066,These aren't the sales you're looking for,2020-06-30 18:36:12,0.62976
4517109,Shinseis,2020-06-30 11:47:32,0.63007
4704938,Nicolas #2,2020-06-30 01:57:01,0.63026
4531843,zcr,2020-06-30 22:46:14,0.63051
4765419,Hajime Sekiya,2020-04-26 05:23:20,0.63068
5126657,Manjesh Gupta,2020-06-29 08:38:31,0.63130
4491955,Icfstat,2020-06-30 21:51:58,0.63155
4483383,ML_Bear,2020-06-30 13:13:29,0.63176
4753997,neow,2020-06-30 17:49:27,0.63187
4798210,AIDP,2020-06-30 04:59:20,0.63197
4490109,Ruby,2020-06-27 17:41:39,0.63205
4566141,Volo,2020-06-30 22:52:22,0.63210
4864469,JustLooking,2020-06-30 20:59:46,0.63216
4556042,AkiraIshikawa,2020-06-17 12:04:12,0.63244
4496716,Flight,2020-06-22 10:46:19,0.63250
4486161,MPWARE and Fabien,2020-06-30 07:20:23,0.63285
4491033,onthehilluu,2020-03-27 04:47:51,0.63332
5060705,Jie Hao Liao,2020-06-22 02:31:23,0.63375
4497456,Percolata,2020-06-30 20:34:29,0.63399
4548938,DouTao,2020-06-30 23:01:32,0.63408
4535373,interueyama,2020-03-30 07:55:19,0.63487
4551376,Luis Vivas,2020-05-27 14:43:36,0.63614
4772525,MdNet,2020-06-30 21:26:55,0.63623
4838291,teru111,2020-06-29 06:18:36,0.63633
4801148,quiet_ho_moon,2020-05-26 10:51:24,0.63649
4657168,Ivan Bagmut,2020-06-30 20:37:45,0.63655
4729402,PETER,2020-06-11 21:05:03,0.63671
4549074,YJ kagglers,2020-06-30 23:55:02,0.63686
4506841,Sankirna,2020-03-28 23:07:00,0.63694
4485696,Patrick Miller,2020-03-25 22:46:27,0.63694
4486051,NY,2020-03-26 02:05:31,0.63694
4625614,yuki shibata,2020-03-27 09:51:49,0.63694
4625611,Yuki Mune,2020-03-27 09:55:43,0.63694
4636115,Ahan M R,2020-03-28 23:09:34,0.63694
4635867,Sarnia Sulaiman,2020-03-29 00:04:26,0.63694
4490499,nlpravi,2020-03-28 15:52:12,0.63694
4618666,acdart,2020-03-26 14:04:59,0.63694
4847547,dott,2020-06-30 09:31:39,0.63712
4500596,Chatchan & You Can,2020-06-30 00:46:17,0.63729
4561974,Stephen Lau_STU,2020-06-30 17:27:08,0.63730
4616509,Kazuki Ikeda,2020-06-30 21:43:37,0.63737
4952574,ChengGoose,2020-05-28 03:03:56,0.63772
4910953,Artem R90,2020-06-30 08:23:31,0.63778
4592709,Antoine Gruet,2020-06-04 09:54:35,0.63799
4579872,OmerS,2020-06-27 08:19:58,0.63831
4767461,IronMan,2020-06-30 23:23:35,0.63850
4520379,YY_STU,2020-06-28 08:53:55,0.63854
4932290,Frank Pan,2020-06-30 09:26:35,0.63892
4542565,Art of Forecasting,2020-06-24 14:46:51,0.63961
4484669,ABE_,2020-04-17 22:47:11,0.63976
4761166,Spider-Man,2020-06-30 21:44:50,0.63982
4535399,Hashimoto,2020-03-30 07:22:17,0.63985
4493895,takoi,2020-06-30 23:08:22,0.64000
4535898,LB.shuffle() == 1,2020-06-30 17:57:19,0.64036
4741664,deep_impact6680,2020-05-25 08:37:47,0.64071
4486580,Gert,2020-06-19 19:12:34,0.64080
4506688,Hayk Sargsyan,2020-06-30 17:25:03,0.64130
4483355,A Bunch of Llamas,2020-06-30 19:49:11,0.64179
4723618,Data if kagging,2020-06-30 16:58:57,0.64201
4507099,atfujita,2020-04-16 05:23:08,0.64238
4501336,MaverickDS,2020-06-30 15:20:08,0.64264
4675213,Mr Loke,2020-06-29 06:10:12,0.64265
4701052,Pacific Electric Shop_STU,2020-06-30 17:10:51,0.64306
4725378,MyungJinKim,2020-05-26 05:26:16,0.64319
4505619,Shuntaro Tanaka,2020-06-22 06:08:44,0.64320
4499155,Tobias Tesch_STU,2020-06-28 10:39:51,0.64377
4655706,Keith SZE,2020-06-30 06:11:40,0.64421
5151112,MaestroRoshi,2020-06-30 21:41:47,0.64426
4637903,GaibelG,2020-05-28 13:47:09,0.64430
4483276,乔世吉,2020-06-30 16:31:21,0.64433
4766008,CUFE统数,2020-06-30 23:45:48,0.64435
4670233,kuroyuli,2020-06-30 23:14:19,0.64451
4842452,Guerreiros,2020-06-19 17:46:45,0.64506
4514008,choisgood,2020-06-30 23:42:37,0.64517
5144368,Navya Sancheti,2020-06-30 19:04:29,0.64539
5019729,akibink2,2020-06-28 11:08:54,0.64541
5049927,HuiNan,2020-06-30 14:47:51,0.64542
4645188,mareram,2020-06-21 15:04:49,0.64574
4626033,Glovers,2020-06-30 21:45:13,0.64582
4483328,shuuun,2020-06-18 23:26:34,0.64620
4484933,Manoj Prabhakar,2020-06-30 03:07:42,0.64623
4637029,vinc,2020-06-29 14:06:00,0.64629
4664376,Rahul Sharma #2,2020-05-12 11:48:14,0.64637
4784445,yin,2020-05-08 02:34:26,0.64645
4799872,Qikai,2020-06-20 19:15:46,0.64654
4692128,Atsushi Iwasaki,2020-06-28 00:36:03,0.64668
4495112,yaaku,2020-06-30 15:42:19,0.64691
4744098,Alexey Ivanov,2020-04-15 20:42:49,0.64703
4649243,HDKIM,2020-06-30 09:37:23,0.64708
4485193,RahulSinha,2020-06-28 03:07:35,0.64735
4926806,RandomObserver,2020-06-30 18:30:11,0.64767
4930189,我的天呐,2020-06-30 09:06:10,0.64793
4622538,Hatomugi,2020-06-29 04:02:21,0.64799
4801869,Marinello,2020-06-04 07:04:55,0.64804
4486720,Yusuke Nakayama,2020-06-30 23:27:27,0.64810
4793934,JHkerwin,2020-06-23 03:40:31,0.64844
4502417,ESTUNBUSP,2020-06-30 23:51:57,0.64848
4801265,yuyu,2020-06-30 15:22:05,0.64856
4822758,Allenljw,2020-05-23 22:48:13,0.64900
4728950,kazu,2020-04-27 14:01:05,0.64902
4985318,Prodigy_forecasters,2020-06-30 23:10:10,0.64949
4898547,rookie #3,2020-06-21 04:17:30,0.64959
4524497,corona-m5,2020-06-29 19:38:30,0.65000
4567005,IdriveAI,2020-06-25 19:28:01,0.65076
4566304,Husain Battiwala,2020-03-27 16:26:32,0.65078
4483339,Gromit,2020-06-24 06:39:22,0.65090
5156719,Yan Fang09,2020-06-30 19:40:40,0.65099
4485361,YALICKJ,2020-06-29 04:06:50,0.65112
4485433,m9798760,2020-06-17 13:26:10,0.65120
4876506,starsonjkim,2020-05-29 05:17:58,0.65208
4486166,Eric Beckwith,2020-06-29 11:44:30,0.65232
4490603,iobot,2020-06-30 15:26:33,0.65276
4679890,Varun Rajan,2020-04-09 11:57:59,0.65333
4716871,Aakansh,2020-06-30 23:58:22,0.65388
4766769,[MLiP] RausNaus_STU,2020-06-14 06:58:15,0.65440
4498605,HUST_STU,2020-06-30 13:05:48,0.65459
4818269,Deloitte Analytics Spain,2020-06-30 08:30:26,0.65469
4483325,omesan_STU,2020-06-30 19:21:21,0.65474
4520209,ShoN,2020-06-03 11:48:58,0.65532
4795673,alebasta,2020-05-01 18:58:15,0.65611
4622303,elmiraidrisova,2020-06-25 16:18:19,0.65612
4489683,ajp,2020-06-30 13:32:38,0.65619
4592996,Denis Abelyan,2020-06-19 14:55:20,0.65779
4949015,Jacob,2020-06-11 12:00:23,0.65832
4510710,Jan Valendin,2020-06-26 12:24:03,0.65833
4649925,sunshine-why,2020-06-24 03:05:56,0.65855
4894935,S-inokuchi,2020-06-15 13:26:08,0.65884
4835727,Rajfux_STU,2020-06-30 22:51:17,0.65952
4787025,Yan,2020-06-30 23:25:30,0.65961
4487371,ELYZA_STU,2020-06-26 15:56:31,0.65974
4680199,DataSquad_STU,2020-06-30 23:36:27,0.66020
4602074,Magnus,2020-06-30 19:45:47,0.66029
4484455,H.I.P.S.Y,2020-06-30 05:28:29,0.66080
5046291,team.pdf,2020-06-30 17:41:42,0.66086
4547661,momoy1024,2020-06-30 02:52:00,0.66108
5138936,Yuanmeng Gao,2020-06-30 10:14:34,0.66132
4767683,Anton Semenistyy,2020-06-28 17:22:27,0.66135
4706727,M5 Prediction,2020-06-30 09:46:57,0.66142
5149117,chishu,2020-06-30 09:11:44,0.66148
5018807,Dickie,2020-06-30 21:41:53,0.66152
5121550,小兔子乖乖,2020-06-30 09:00:30,0.66154
4636286,Overfitting,2020-06-30 09:33:44,0.66173
4894312,alsk,2020-06-29 16:58:27,0.66262
4731487,James Black ,2020-06-18 18:10:58,0.66284
4690383,Andrej Vetrov,2020-06-30 12:59:39,0.66313
4623859,Liyi Shen,2020-06-27 19:03:55,0.66315
5004655,Yasuki Ohsono,2020-06-29 03:18:54,0.66331
4989494,Shadow,2020-06-30 12:28:38,0.66346
4972347,Andrey Ostapets,2020-06-30 22:36:59,0.66355
4605795,fyk778,2020-06-30 15:16:42,0.66386
4813415,Tatsuya #2,2020-06-19 06:04:31,0.66408
4730360,asaLIQ,2020-06-29 04:16:29,0.66418
5076014,MAXXXQ,2020-06-29 16:27:30,0.66423
4738522,Shawn Choi,2020-05-11 21:32:16,0.66424
4728767,TKY,2020-06-21 00:51:28,0.66432
4783870,GavinLi,2020-06-29 13:59:22,0.66439
4490171,PaulKochetkoff,2020-06-30 22:53:57,0.66444
4550965,Wasya Pupkin,2020-06-29 17:39:15,0.66465
5000478,manosubron,2020-06-20 10:13:59,0.66468
4484579,Julidy,2020-06-30 15:36:17,0.66473
5085844,Cengiz_family_STU,2020-06-29 19:31:16,0.66488
5111183,CHX,2020-06-28 03:53:33,0.66493
4771732,XgBoost,2020-06-30 21:46:46,0.66508
4725415,Ryuhei F.,2020-06-30 14:58:02,0.66544
5134102,Zhiyu Yuan,2020-06-29 05:31:17,0.66557
5112429,Christian R,2020-06-30 21:33:09,0.66561
4498509,Christopher Seymour,2020-06-29 12:39:35,0.66593
4793868,LSDA_MadContender,2020-06-14 06:26:31,0.66596
4729260,Mike T,2020-06-13 07:15:52,0.66602
4923039,UESTC,2020-06-30 15:08:22,0.66610
4494690,Backcasting,2020-06-30 17:31:50,0.66620
4492193,Dr. Knope,2020-06-28 04:58:28,0.66626
4589832,ZH,2020-06-30 16:15:56,0.66627
4765704,lukrok,2020-06-30 15:12:59,0.66628
4515371,Wei Xie,2020-06-20 19:19:19,0.66644
4933047,xutianyu123,2020-06-26 12:22:01,0.66671
4487919,Christophe Nicault,2020-06-27 10:28:36,0.66695
4815708,FreedomToWin,2020-06-25 01:11:08,0.66712
4497093,Leonidas ,2020-06-30 15:20:45,0.66738
5080379,paseri,2020-06-30 05:54:36,0.66751
5108893,body_lotion_STU,2020-06-30 21:49:15,0.66751
4874011,JesseLuebbert,2020-06-09 22:36:48,0.66768
4484904,Antonio Marin,2020-06-08 06:52:17,0.66769
4554062,Riya,2020-06-30 12:32:48,0.66780
4525885,Alexander  Larko,2020-06-13 12:37:22,0.66801
4505717,K.Mitsuhiro,2020-06-29 13:01:08,0.66812
4485206,woodie's,2020-06-30 23:44:23,0.66842
4483369,Sugawarya,2020-06-30 23:22:09,0.66843
4970762,miracle,2020-06-29 13:35:50,0.66845
4619031,takuya,2020-06-22 23:06:47,0.66862
5123985,Kirderf,2020-06-30 23:43:27,0.66883
4486625,krivoship,2020-06-29 10:42:30,0.66893
4953096,Alex #9,2020-06-28 16:25:48,0.66904
4775873,XsYang,2020-06-30 19:49:54,0.66908
4536175,No_one,2020-06-30 11:08:41,0.66927
4503726,konumaru,2020-06-26 05:46:35,0.66934
4483304,nukky,2020-06-30 13:09:46,0.66936
4770577,Abhishek Reddy,2020-06-30 17:10:40,0.66937
4513778,万千少女的梦,2020-06-30 17:16:08,0.66940
4667750,Terry Zhang,2020-06-30 21:09:09,0.66940
4766600,hui shan tan,2020-06-05 07:09:12,0.66958
5138800,Alpha_rookie,2020-06-30 13:16:13,0.66962
4541863,Tomasz Nanowski,2020-06-19 08:38:52,0.66968
4585624,Mesmerized scientist,2020-06-09 16:12:44,0.67005
4558925,goya58,2020-06-21 08:24:06,0.67042
4582200,m5point,2020-06-03 04:39:22,0.67064
4645123,Anai,2020-06-30 14:10:40,0.67078
4530578,ES_bu.csv,2020-03-11 08:31:49,0.67098
4921668,Robert Manolache,2020-06-30 20:58:30,0.67119
4679155,chumajin,2020-06-30 13:24:24,0.67154
4663620,O.Keiko,2020-06-30 02:05:08,0.67158
4549319,chrism74,2020-06-04 04:52:26,0.67183
4765622,Dual Core,2020-06-24 17:18:02,0.67262
4764553,flyflyflyfly,2020-06-29 01:27:16,0.67286
4564893,varusvarus,2020-06-30 22:53:59,0.67305
4769248,6th Team,2020-06-24 12:04:10,0.67309
4720375,hans,2020-04-21 13:50:20,0.67322
4524415,Frank M.,2020-06-30 22:53:53,0.67369
4494336,Tepppei,2020-06-30 01:40:54,0.67381
4758758,Tian Zhou,2020-06-30 15:22:57,0.67422
4664579,Vladislav Bogucharov,2020-04-13 09:34:51,0.67439
4486723,tamo123,2020-06-27 15:48:14,0.67466
4883057,robf26,2020-06-17 01:37:34,0.67474
4492599,masaaki,2020-06-30 19:35:32,0.67485
4669154,LW,2020-06-30 22:04:44,0.67522
4483437,Kaz,2020-06-30 09:33:25,0.67536
4510514,YATIN,2020-06-30 14:55:13,0.67538
4638062,tknr,2020-06-30 22:52:57,0.67543
5144137,baiyunpiaopiao,2020-06-29 06:42:17,0.67551
4514590,mANDy,2020-06-30 11:59:11,0.67552
4977038,Yuki Kita,2020-06-28 14:24:12,0.67575
4563933,Zelong Geng,2020-06-11 03:06:23,0.67578
4602470,Helen,2020-06-30 21:58:40,0.67579
5015914,teyosan1229,2020-06-28 05:02:06,0.67579
5128650,победа,2020-06-29 15:21:17,0.67580
4485032,William Hau,2020-06-30 23:24:47,0.67601
4509657,Wataru Kudo,2020-06-30 04:13:21,0.67604
4486884,Malvina,2020-06-30 23:56:57,0.67629
4551594,[ODS.UKrAIna] Boyrin Vjacheslav Ukraincev,2020-06-30 23:27:57,0.67635
4513607,Takuya Iwata,2020-06-26 13:05:33,0.67640
4517001,TensorFrozen,2020-06-29 22:24:44,0.67643
4829088,Stacy Liu,2020-06-29 14:47:22,0.67650
4771933,Konni,2020-06-30 12:14:19,0.67671
5129543,M5,2020-06-30 14:50:44,0.67676
5071558,1214,2020-06-30 18:48:28,0.67681
4495544,Salon_sai,2020-06-30 08:00:14,0.67696
4655906,millie,2020-06-30 00:23:46,0.67700
4559281,nao hasegawa,2020-06-20 09:13:20,0.67707
4804884,DispoTeam,2020-06-28 17:23:09,0.67709
4659597,iws,2020-06-27 06:25:15,0.67749
4772407,tuya,2020-06-29 08:34:11,0.67779
4761271,suichongmingshi,2020-06-21 05:22:58,0.67782
4789630,fisheR,2020-06-21 05:12:40,0.67785
4721690,Nicolas Attalides,2020-05-11 07:04:58,0.67794
4721365,Igor Ilic,2020-06-30 00:20:53,0.67794
4794010,LuckyShake,2020-06-30 11:55:20,0.67800
5107468,yikououbao,2020-06-30 09:20:21,0.67807
4597498,Jfox,2020-06-29 15:34:14,0.67821
4522032,CEZ,2020-06-30 14:49:44,0.67829
5019222,gromml,2020-06-30 17:48:49,0.67845
4831060,xinguo,2020-06-30 17:13:11,0.67863
5014589,mbijon,2020-06-22 05:11:59,0.67864
5036767,Francisco Sepulveda M,2020-06-30 08:10:55,0.67873
4530575,ESX.csv,2020-03-11 08:31:48,0.67906
4535016,Frank Guo,2020-06-17 04:21:40,0.67907
4718231,D2L-VN,2020-06-21 21:13:50,0.67951
4985451,LSDA_bsdk,2020-06-07 11:16:52,0.67970
4679279,aets,2020-06-28 03:32:20,0.67983
4485007,taumaru,2020-06-30 23:17:59,0.68014
4707187,mipt-stats-Volkov,2020-05-23 18:57:11,0.68021
4508294,Manuel Campos,2020-06-30 19:00:22,0.68034
