Rank,TeamId,TeamName,LastSubmissionDate,score,SubmissionCount,TeamMemberUserNames
73,351182,mdeutsch,"2016-08-09 12:13:15",0.44370,2,mdeutsch
74,346858,"Vicens Gaitan","2016-08-24 14:59:22",0.44377,19,vicensgaitan
75,355107,Titan,"2016-08-29 19:22:51",0.44408,124,"kumaran5555,riccardonizzolo,tarobxl"
76,357044,"James Trotman","2016-08-09 19:06:52",0.44414,6,jtrotman
77,356001,"Olli Rummukainen","2016-08-30 15:52:09",0.44424,37,olleet
78,337297,"Jayden Tan","2016-08-30 02:47:57",0.44441,40,jaydentan
79,361864,"Peter Borrmann","2016-08-28 09:14:07",0.44442,7,thequants
80,349012,jkbschwarz,"2016-08-26 11:39:56",0.44452,46,jkbschwarz
81,346498,"Alexandru Papiu","2016-08-30 21:34:30",0.44459,24,apapiu
82,346213,leeresult,"2016-08-30 15:56:50",0.44463,89,niks2000
83,349328,"Mikhail Pershin","2016-08-30 22:49:57",0.44478,5,pershinmr
84,348924,SYfool,"2016-08-24 12:07:47",0.44483,57,"ccccat,domcastro"
85,340853,Scirpus,"2016-08-19 11:26:15",0.44488,63,scirpus
86,340566,seanappler,"2016-07-04 01:43:25",0.44498,13,seanappler
87,353203,ABD,"2016-08-30 22:38:10",0.44499,31,"kboomer,shavitamit,skdave"
88,347614,"John Seamons","2016-08-30 10:39:12",0.44499,33,johnseamons
89,336437,"Bojan Tunguz","2016-08-30 22:36:46",0.44502,64,tunguz
90,343534,"Sami Najim","2016-08-20 12:48:07",0.44512,41,sami33
91,348964,"Vladimir Larin","2016-08-26 04:30:27",0.44520,60,vlarine
92,362237,Andaman,"2016-08-30 16:48:58",0.44531,8,pichai
93,338232,hardeeparora,"2016-08-30 14:45:46",0.44543,103,hardeeparora
94,353689,Vipin,"2016-08-30 17:48:17",0.44545,20,del=4ae68edb41455d44
95,351020,salka,"2016-08-16 20:02:34",0.44549,17,del=98708c044eeb61b2
96,349831,Outlier,"2016-08-30 05:10:37",0.44557,50,outliar
97,338402,bilibilibomb,"2016-08-30 16:12:04",0.44567,33,starwong
98,338277,mgchbot,"2016-08-30 01:12:07",0.44570,147,"mgchbot,zillerxi"
99,347669,"Patrick Blackwill","2016-08-14 18:50:06",0.44572,10,paddykb
100,337319,🇹🇷🇹🇷,"2016-08-30 20:00:09",0.44577,19,davutpolat
101,349025,"Wind Bear","2016-08-21 05:06:38",0.44578,18,yangyang
102,341895,"Leandro dos Santos Coelho","2016-08-30 16:33:52",0.44580,139,del=cca345899d608f0a
103,336514,"LIN China","2016-08-30 23:35:11",0.44584,43,linchn
104,360164,Sangxia,"2016-08-28 18:41:34",0.44586,4,sangxia
105,347302,Abhilash,"2016-08-30 17:31:37",0.44603,21,abhilashawasthi
106,347459,Burbasor,"2016-08-30 16:04:24",0.44604,40,burbasor
107,345122,"Ben Pastel","2016-08-30 23:31:49",0.44604,25,benpastel
108,362984,princeling.yf,"2016-08-28 16:03:24",0.44618,4,princelingyf
109,361882,CoolSgd,"2016-08-29 10:07:44",0.44623,8,coolsgd
110,356084,"Mike Kim","2016-08-30 23:41:41",0.44624,34,mikeskim
111,346345,JCYa,"2016-08-30 18:10:08",0.44626,4,"jcqedai,yassertabandeh"
112,348226,Grey,"2016-08-15 22:44:02",0.44626,8,alanbutton
113,350275,Ouranos,"2016-08-30 23:49:45",0.44628,64,ouranos
114,362734,tj_bh,"2016-08-30 23:52:22",0.44629,14,tjbhdata
115,338355,Mike,"2016-08-30 20:37:19",0.44629,23,mikekk
116,339167,Chippy,"2016-08-30 20:28:45",0.44637,21,nigelcarpenter
117,345927,"Yoctol Info","2016-08-30 17:09:22",0.44653,68,"ianlini,stegben,yientsai"
118,363101,"Rongting Zhang","2016-08-30 22:14:38",0.44675,6,tonyzhangrt
119,355455,liviu,"2016-08-30 17:46:43",0.44675,24,liviux
120,350979,Luffy,"2016-08-30 16:38:18",0.44675,11,aditya963
121,336680,HenryVu,"2016-08-29 23:17:22",0.44677,67,henryvu
122,356384,"Business&Decision Lyon","2016-08-28 13:58:37",0.44681,42,"meloee,pqinnn"
123,359896,kokkik,"2016-08-22 00:17:37",0.44688,18,del=3ba8fde66ea1e774
124,342987,leexiongan,"2016-08-30 09:36:44",0.44694,33,leexiongan
125,337625,ZFTurbo,"2016-08-12 13:24:29",0.44695,33,zfturbo
126,346427,CherryPick,"2016-07-15 07:39:37",0.44710,6,cherrypick
127,340671,"Indy Actuaries","2016-07-27 19:48:47",0.44714,12,"bencopeland,biasvariance,mmenser2"
128,358628,"Louis Impagliazzo","2016-08-21 01:23:10",0.44716,24,slyfocks
129,358230,"Alexander Rass","2016-08-29 12:50:22",0.44720,17,alexvonrass
130,341170,Manel,"2016-08-25 15:14:22",0.44737,23,manels
131,340532,Evdilos_Ikaria,"2016-08-30 05:25:46",0.44739,112,georgem
132,349668,"Grupo Bimbo Limbo","2016-08-30 15:51:36",0.44749,37,"benjaminbossan,joseffeigl,leonardjudt"
133,344133,BULKI,"2016-08-23 14:28:05",0.44763,48,"fedynand,sergeycherkasov"
134,362767,"Wei Wu","2016-08-30 23:23:04",0.44764,21,weiwunyc
135,342164,DataWorkshop.eu,"2016-08-30 21:32:35",0.44765,121,"del=00cf6f04851ef004,lmurawsk,slon1024"
136,350758,CKL,"2016-08-14 20:31:39",0.44770,30,lck982
137,337573,(/\),"2016-08-29 12:41:54",0.44771,72,alexs00
138,360092,"Charles Roberson","2016-08-30 23:38:08",0.44776,23,charlesroberson
139,339073,njm,"2016-08-22 11:51:22",0.44786,60,del=9137076be555b9e3
140,362944,romazu,"2016-08-30 23:25:59",0.44793,21,romazu
141,337205,MatthewZhou,"2016-08-11 01:47:37",0.44802,19,myzhou1994
142,336746,andrekos,"2016-08-30 23:42:59",0.44804,18,andrekos
143,339661,smota,"2016-08-30 21:00:45",0.44815,137,santiagomota
144,338845,IntegralScientist,"2016-08-30 19:38:01",0.44833,29,"alexandrudaia,mkalygin"
145,358143,"Dongsun Moon","2016-08-30 13:38:22",0.44841,27,themoon
146,361578,Janos,"2016-08-30 21:39:55",0.44844,23,janosk21
147,359453,GopalS,"2016-08-30 09:29:31",0.44846,10,gopalsharma2001
148,341022,Nik_ati,"2016-08-26 13:23:31",0.44847,46,nikhilhegde9
149,337799,"Go Polar Bears","2016-08-29 14:36:08",0.44852,71,"sergeev,torrinos"
150,362878,Yantraguru,"2016-08-30 12:05:35",0.44855,9,yantraguru
151,361359,"Evaristo Saa","2016-08-30 06:54:03",0.44863,23,evaristosaa
152,362784,apotampkin,"2016-08-30 16:35:29",0.44867,8,derekgossi
153,347278,"Wenlong Shen","2016-08-25 10:19:18",0.44868,34,shenwenlong
154,347526,dragonfly90217,"2016-08-18 20:58:23",0.44869,31,dragonfly90217
155,346898,"Here's ur Nito","2016-08-29 01:51:57",0.44871,59,poiss0nriot
156,337512,yilisg,"2016-08-01 18:03:19",0.44875,6,yilihome
157,362648,KaggleHawaii,"2016-08-30 20:58:09",0.44881,11,"del=85751c2f16683f77,mmotoki"
158,351059,"Pan Tofelek","2016-08-30 23:19:31",0.44890,33,sionek
159,351111,citouxyj,"2016-08-22 01:41:51",0.44897,23,citouxyj
160,342894,"Alexander Beloushkin","2016-08-30 21:33:52",0.44900,21,gudunku
161,352661,a.bessalov,"2016-08-29 22:04:34",0.44912,48,bessalov
162,337178,"Branden Murray","2016-07-16 03:14:08",0.44916,21,brandenkmurray
163,360003,puyokw,"2016-08-26 13:31:24",0.44916,5,puyokw
164,351115,pringleslion,"2016-08-30 09:13:25",0.44918,17,pringleslion
165,362323,"Jeremy Fergus","2016-08-28 21:22:15",0.44936,15,jeremy271828
166,360091,"Okhlopkov Daniil","2016-08-14 14:12:48",0.44942,4,okhlopkov
167,340271,Wenxin,"2016-08-30 21:23:24",0.44942,18,wenxin
168,355492,"Andrei Gorchakov","2016-08-30 21:10:35",0.44947,37,andr113
169,337086,"Kevin Kirchhoff","2016-08-30 22:26:42",0.44952,85,kevinkirchhoff
170,350334,"Sven Lund","2016-08-29 19:37:15",0.44953,17,svlund
171,360365,Dev,"2016-08-27 17:01:02",0.44954,8,devanathan
172,362264,"Emil Kayumov","2016-08-30 18:53:14",0.44956,5,emilkayumov
173,360019,"Grégoire MASSOT","2016-08-23 05:19:26",0.44956,16,gregoiremassot
174,357054,AfshinAmiri,"2016-08-30 18:41:29",0.44956,9,afshinamiri
175,348145,Bruno16,"2016-08-30 07:22:38",0.44956,16,bruno16
176,338342,jimliu,"2016-08-28 15:59:54",0.44957,39,jimliu
177,336853,pim,"2016-08-30 17:23:25",0.44974,28,spimenov
178,346216,Barea,"2016-08-30 22:32:30",0.44974,26,makoamena
179,338766,Panjtan,"2016-08-30 11:49:52",0.44979,123,panjtan
180,360554,JustBimbo,"2016-08-30 04:07:58",0.44983,24,justfor
181,360083,"[Deleted] 99ac03ee-fa3c-4027-8455-27a44f2d83f8","2016-08-30 18:35:47",0.44985,11,del=13114276ddcb444f
182,338616,heimdallr,"2016-08-30 11:46:10",0.44986,18,heimdallr
183,342990,Viper,"2016-07-12 19:10:52",0.44986,5,danielkorzekwa
184,360710,BarryCHC,"2016-08-30 22:49:42",0.44987,25,barryc
185,348392,"Darcy Gong","2016-08-30 02:47:42",0.44988,30,darcy34
186,359101,EhsanSafavieh,"2016-08-30 22:24:13",0.45007,29,safavieh
187,362173,AeroBlackSama,"2016-08-29 06:02:03",0.45008,11,abdelrahmansaud
188,345609,"Avishay Livne","2016-08-28 03:34:36",0.45009,9,lalaland1
189,350292,Duke,"2016-08-29 23:41:04",0.45010,9,qiangdu
190,341756,nickl,"2016-08-18 12:17:17",0.45016,13,nlothian
191,357818,randomgp,"2016-08-30 21:56:42",0.45017,8,tkwijaya
192,344781,"Andrey Vykhodtsev","2016-08-09 07:49:14",0.45020,4,vykhand
193,339854,JeffH,"2016-08-11 11:57:03",0.45020,5,jeffhebert
194,357030,cia,"2016-08-30 16:08:10",0.45021,38,linxiao
195,341119,iyarmolau,"2016-08-25 10:19:26",0.45030,16,yarmolau
196,356935,NehaJirafe,"2016-08-27 19:12:28",0.45034,6,njirafe
197,347530,tuanminh,"2016-08-28 14:17:05",0.45035,12,del=68cb3512bfdffec5
198,359817,"Vladimir Shulyak","2016-08-30 20:47:57",0.45039,20,vshulyak
199,359581,PBR,"2016-08-29 03:39:02",0.45043,20,bprashanthr
200,352881,"Jason T. Silverman","2016-07-25 06:00:20",0.45050,1,jsilverman092
201,358521,"Kirill Alshewski","2016-08-30 23:00:45",0.45050,21,kirillal
202,344966,HS,"2016-08-28 15:43:32",0.45053,12,himanshusinha
203,363128,vadqr,"2016-08-30 22:37:54",0.45054,3,vadqre
204,357652,NickShargan,"2016-08-30 19:13:50",0.45055,16,nhargan
205,342927,"Chris Lepensky","2016-08-30 23:35:47",0.45060,34,chrislepensky
206,359881,FengLi,"2016-08-30 23:57:16",0.45064,14,"beedata,szzexpoi"
207,350602,cmanning,"2016-08-22 01:04:37",0.45073,24,cmanning
208,350609,Obel,"2016-08-30 16:31:23",0.45077,5,soumendra
209,351482,"Ahaxi & Wei Tang","2016-08-30 23:48:21",0.45078,27,"ahaxi90,tangweipku"
210,357350,go43,"2016-08-23 14:58:54",0.45081,14,go4321
211,347827,"Top Secret","2016-08-30 12:47:09",0.45084,39,"chandlerzuo,jlzhang"
212,338538,CodeBender,"2016-08-18 14:19:11",0.45088,22,codebender
213,347554,"Caio Taniguchi","2016-08-25 16:30:27",0.45089,17,caiotaniguchi
214,347276,jyf90,"2016-08-29 18:10:08",0.45095,15,jasonfanyuan
215,339747,VincentLuo,"2016-08-26 19:02:20",0.45106,6,luoyao
216,336872,ZiweiMeng,"2016-08-30 23:37:19",0.45108,8,plaguecity
217,347321,"Vasili Shushval","2016-08-30 13:25:06",0.45110,18,shushval
218,348678,"Hyun Ook Ryu","2016-08-30 23:42:09",0.45110,17,ryutek
219,342912,"Alexey Ushakov","2016-08-30 19:08:46",0.45116,28,dearkafka
220,338273,happycube,"2016-08-30 06:53:59",0.45121,27,happycube
221,346113,Datos.cloud,"2016-08-30 23:18:28",0.45137,32,"gsaezd,jherna17,lmzintgraf,pablomarin"
222,343038,b.e.s.,"2016-08-27 08:28:32",0.45144,17,ybabakhin
223,336813,"Ayman Khalafallah","2016-08-27 14:19:52",0.45148,9,aymankh
224,348023,TenaciousTerrier,"2016-08-30 23:45:14",0.45150,29,tenaciousterrier
225,361570,Ivanhoe,"2016-08-23 15:15:29",0.45152,4,ivanhoe
226,361797,"Ricardo Merino Raldua","2016-08-30 18:55:55",0.45160,11,ricardom
227,362195,Pete,"2016-08-25 10:51:30",0.45169,3,fingerofblame
228,353767,vicgalle,"2016-08-30 22:06:02",0.45171,36,vicgalle
229,349285,WF,"2016-08-10 19:21:14",0.45173,30,"bfrerix,del=8a50f75e0fb4a9e0"
230,336539,the1owl,"2016-08-30 06:46:36",0.45183,29,del=121b7398bccb8e5a
231,337877,Triple,"2016-08-23 11:10:49",0.45184,10,"margaret,romul0212,valilya"
232,337321,goldstar,"2016-08-30 01:29:28",0.45194,31,goldstar
233,349425,"Roman F","2016-08-29 23:22:01",0.45194,7,rfayviso
234,337685,"Carlos Oliveira","2016-08-30 00:34:01",0.45196,97,coliveira85
235,343249,Dinesh,"2016-08-18 22:36:48",0.45197,16,dineshc
236,346729,javawokr,"2016-08-02 13:27:03",0.45203,33,javawokr
237,341272,WilliamPanak,"2016-08-12 22:23:18",0.45207,7,wpanak
238,339950,PVM_Bimbo,"2016-08-11 15:50:10",0.45210,6,weidongzheng
239,355149,citou_gmail,"2016-08-21 08:08:56",0.45211,15,machinecitou
240,359890,...,"2016-08-27 15:21:37",0.45214,10,lucamassaron
241,337048,"Jonathan Slomka","2016-07-01 06:44:09",0.45217,11,jonathanslomka
242,340843,Magic,"2016-08-30 13:36:00",0.45222,13,androidhk
243,338706,JohnM,"2016-08-28 04:16:44",0.45233,18,jpmiller
244,346253,BS31,"2016-08-30 01:14:18",0.45237,40,toulouse
245,341514,dbgriffith01,"2016-08-20 22:46:38",0.45244,18,dbgriffith01
246,360328,SunnyCal,"2016-08-30 14:16:10",0.45245,8,kchanc
247,342790,lalthan,"2016-08-15 08:02:37",0.45245,5,lalthan
248,339530,Ax,"2016-08-28 19:11:57",0.45251,11,"edchow,lazyzergling"
249,353718,"Minority Report","2016-08-14 15:51:22",0.45264,16,"andreyilin,emmanuelldx,mab2345"
250,360569,BenGurion,"2016-08-28 11:39:36",0.45266,14,arturabragin
251,362196,alno,"2016-08-30 08:57:15",0.45271,23,alexeynoskov
252,361727,BaCuDan,"2016-08-27 15:06:41",0.45275,7,nthanhtam
253,356432,"(≚ᄌ≚) datatami","2016-08-10 12:01:00",0.45282,8,seiteta
254,347039,openneuron,"2016-08-27 19:35:23",0.45283,10,openneuron
255,355769,"Hoang Duong","2016-08-27 17:55:54",0.45290,13,hduong
256,361639,ChandanPanda,"2016-08-30 19:58:41",0.45292,5,chandanpanda2006
257,339182,kubilai,"2016-08-29 02:52:32",0.45305,25,kubilai
258,348019,"Yu Hai","2016-08-30 06:42:49",0.45314,8,yuhaichina
259,361723,LMA,"2016-08-30 21:23:27",0.45316,14,thenx00
260,352487,"Tatiana Likhomanenko","2016-07-24 00:17:15",0.45322,3,tataantares
261,353894,wwwwww,"2016-08-25 09:15:46",0.45322,17,clinkz123
262,355380,"LDONT 2","2016-08-19 01:39:23",0.45322,4,ldontlt
263,362164,Flatorien,"2016-08-23 02:53:13",0.45340,7,flatorien
264,343725,"[Deleted] e91cae04-93a3-4037-a31e-e9f43336ee29","2016-07-24 13:06:33",0.45342,11,del=0fc87a0e9427ef2b
265,355518,Anderson,"2016-08-30 21:17:19",0.45345,15,anderson15
266,338936,"Vishal Agrawal","2016-08-30 22:33:13",0.45351,6,vagrawal
267,339813,centsoft,"2016-08-23 22:19:33",0.45351,41,centsoft
268,357189,"Steven Du","2016-08-29 01:20:11",0.45353,7,stevendu
269,343978,rpurcell,"2016-08-09 06:32:57",0.45367,13,rpurcell
270,362990,minimalist,"2016-08-30 22:41:26",0.45371,6,trenqualye
271,336545,DataGeek,"2016-07-30 02:58:53",0.45374,33,thakurrajanand
272,361974,mleljak,"2016-08-26 16:55:18",0.45380,14,mandelbrot
273,339626,mingjerli,"2016-08-30 20:52:18",0.45407,8,mingjerli
274,358324,gp,"2016-08-30 22:29:47",0.45410,5,datascientist1
275,353010,ChipMonkey,"2016-08-25 11:31:42",0.45415,3,chipmonkey
276,355599,"Belinda Trotta","2016-08-30 12:22:25",0.45422,17,belindatrotta
277,341049,"The Business Technologists","2016-08-28 05:51:36",0.45425,10,"anshulgupta,beingzy,greyway,jacekpardyak,marcelvdbosch,siavashbidgani"
278,362998,"Banana Kitty","2016-08-28 06:10:01",0.45427,9,juanlp
279,361953,AleśLipenśen,"2016-08-30 17:27:33",0.45441,24,alesgb
280,339423,flashnik,"2016-08-08 21:43:13",0.45444,7,flashnik
281,345401,uomcse_efinix,"2016-08-30 15:10:31",0.45451,33,"dilini92mampitiya,diliptharuka,nipunasankalpa,pubudu"
282,358408,ДмитрийЖеглов,"2016-08-17 10:52:43",0.45456,7,demonzheg
283,362521,"Ankit Rathi","2016-08-30 19:44:59",0.45463,20,ankitrathi
284,362757,"Lateral Analytics","2016-08-26 23:57:01",0.45476,8,jeremyjesse
285,363019,"Vladimir Tomecek","2016-08-30 23:58:51",0.45488,4,vtomecek
286,361487,"Robert Martin","2016-08-30 21:29:27",0.45490,30,robertmartin71
287,351246,jay_from_pku,"2016-07-30 01:02:43",0.45499,12,jaygao
288,340918,TomM,"2016-07-10 23:24:21",0.45511,42,tommontroy
289,360869,pegasus10101,"2016-08-27 10:37:58",0.45520,7,pegasus10101
290,363063,"Savva Kolbachev","2016-08-25 19:38:06",0.45535,5,thinline72
291,352803,zds3,"2016-08-02 03:41:08",0.45537,8,zds121
292,362901,keioboy,"2016-08-30 22:29:10",0.45539,8,keioboy
293,360363,UOM-CSE-G1,"2016-08-30 08:29:40",0.45552,19,"adiesha,mirage20,pulasthi92,sudaraka"
294,344268,"Bernd Allmendinger","2016-08-22 14:53:28",0.45563,14,allmendinger
295,338734,kc,"2016-07-03 13:55:39",0.45564,14,tyi2000
296,342561,PeterKent,"2016-08-29 19:53:30",0.45572,30,peterkent
297,338603,"Jim Olness","2016-08-30 09:00:54",0.45586,15,jimolness
298,362727,Nascenzi,"2016-08-30 15:38:50",0.45586,6,nascenzi
299,343182,jacclauss,"2016-08-30 12:47:59",0.45588,25,jacclauss
300,346296,eric227,"2016-08-26 01:38:20",0.45590,20,eric227
301,342919,RB,"2016-08-22 03:37:53",0.45598,12,rashmibanthia
302,337003,"Bimbo Group","2016-07-08 04:57:20",0.45609,35,"abkosar,hcozart,kes367"
303,351802,Vopani,"2016-08-30 21:16:12",0.45614,14,rohanrao
304,342114,"Kasper Van Lombeek","2016-08-15 11:44:30",0.45623,9,del=a0b954cde2018d81
305,363114,"Vinh Nguyen","2016-08-27 07:27:42",0.45644,11,vinhnguyen
306,358853,Beluga,"2016-08-20 20:22:26",0.45646,8,beluga606
307,362710,"Phil Culliton","2016-08-23 20:38:45",0.45654,5,philculliton
308,339658,amunategui,"2016-08-15 17:01:36",0.45655,24,amunategui
309,362937,"deepak 2","2016-08-30 17:15:43",0.45667,4,dmail44
310,345313,nj,"2016-08-30 15:18:52",0.45668,131,"jambhekarneel,valadi"
311,360350,Room272,"2016-08-30 13:03:29",0.45673,12,"bkitsen,siricata,theekshanawj,visithamanujaya"
312,348095,solohayuna,"2016-08-29 16:11:56",0.45675,25,solohayuna
313,361146,"felix fernandez","2016-08-28 09:52:39",0.45682,19,felixds
314,359928,"Alexey Peshekhonov","2016-08-24 15:00:13",0.45691,10,frodnix
315,353157,AndriiKruchko,"2016-08-30 06:21:31",0.45691,57,akruchko
316,363103,_dpadm_,"2016-08-30 17:18:11",0.45704,12,dhanesh123us
317,344428,abutafesh,"2016-08-18 00:50:23",0.45708,14,mhkurdi
318,360535,"Marty Lee","2016-08-15 20:28:20",0.45709,1,martylee
319,359625,"Alyf Janmohamed","2016-08-29 23:21:45",0.45719,3,alyfjanmohamed
320,359946,BitterIsland07,"2016-08-30 05:08:02",0.45728,13,bitterisland07
321,345572,JohnYoung,"2016-08-26 03:15:54",0.45731,56,curuos
322,347257,"William Graf","2016-08-28 14:35:51",0.45732,35,willgraf
323,353172,Timur,"2016-08-29 14:32:01",0.45733,14,tbiktagirov
324,342631,*RRSD*,"2016-08-30 22:11:21",0.45737,55,"hswater1,rareitmeyer,siliconvalley,tankbell"
325,341276,zattoo123,"2016-08-28 20:02:57",0.45740,15,zattoo123
326,341861,"Yifan Xie","2016-08-11 07:31:08",0.45757,59,yifanxie
327,357390,"Alex Jacobs","2016-08-29 08:14:09",0.45778,6,luciferase
328,347328,OzgunYalcin,"2016-08-25 14:01:59",0.45810,19,ozgunyalcin
329,357773,Mathemilda,"2016-08-27 18:44:45",0.45817,8,mathemilda
330,352465,"Matias Thayer","2016-08-12 03:12:06",0.45822,15,chechir
331,336456,"Douglas Garrett","2016-08-10 17:54:26",0.45822,25,dgarrett
332,340732,concept_SZ,"2016-08-30 06:48:50",0.45837,45,"artinz,peeyman"
333,346655,"Shawn Laputa","2016-08-28 01:54:35",0.45838,8,shawnlaputa
334,360995,"Farmer Ted","2016-08-18 00:25:23",0.45846,3,datamagic
335,362719,"Michael Xiao","2016-08-23 12:32:06",0.45860,2,michaelxiao
336,345520,Rokas,"2016-08-30 22:15:58",0.45873,12,databang
